Timestamp,Plane_ID,Temp_Sensor_1,Temp_Sensor_2,Temp_Sensor_3,Ambient_Temp,Charge_Rate,Discharge_Rate,Failure_Condition,Failure_Label
2024-01-01 00:00:00,P2,28.012711299296168,25.704299779121655,27.98846732413704,24.49,1.52,2.47,Normal,0
2024-01-01 00:01:00,P2,26.616432814524988,29.82152426708267,27.395522466808973,25.84,2.41,0.71,Normal,0
2024-01-01 00:02:00,P2,28.955649121929632,29.18444122445183,29.711206780492308,26.81,1.13,0.64,Normal,0
2024-01-01 00:03:00,P3,27.92785343687654,28.801665595938594,28.726599848698502,26.27,1.94,2.48,Normal,0
2024-01-01 00:04:00,P1,27.116683466170272,27.53156483319425,29.28754074619586,25.32,1.98,0.94,Normal,0
2024-01-01 00:05:00,P1,27.766587419804207,25.940363576083534,25.678685337677255,24.56,1.43,1.51,Normal,0
2024-01-01 00:06:00,P3,32.45002419698924,32.47751346128961,32.5052277718342,29.91,2.17,0.93,Normal,0
2024-01-01 00:07:00,P2,29.517810014617755,29.926221872557193,28.051431721743477,27.11,1.93,1.11,Normal,0
2024-01-01 00:08:00,P3,28.24323944196246,29.151742482191874,26.764880045305304,26.48,1.25,2.42,Normal,0
2024-01-01 00:09:00,P3,25.708103645225172,27.67408452956382,26.244448409100393,25.95,1.07,2.17,Normal,0
2024-01-01 00:10:00,P2,28.019269881175873,27.179212596959722,29.384408045034828,25.95,2.14,1.24,Normal,0
2024-01-01 00:11:00,P2,22.62880616750991,26.173635033865153,23.89340128058605,23.66,1.84,0.82,Normal,0
2024-01-01 00:12:00,P3,25.18265342706072,24.27600615030399,25.20627241394178,23.7,1.04,0.81,Normal,0
2024-01-01 00:13:00,P1,25.05238318513305,23.661254744247813,24.920146398782016,22.89,0.98,2.23,Normal,0
2024-01-01 00:14:00,P2,29.52237277029216,28.65828930785842,27.75126268158018,26.74,0.82,1.26,Normal,0
2024-01-01 00:15:00,P3,26.544280875532912,27.441123458701526,25.524714782547,25.24,1.4,0.96,Normal,0
2024-01-01 00:16:00,P3,28.24321656301315,30.418516680009173,29.516061461842728,26.21,2.34,0.7,Normal,0
2024-01-01 00:17:00,P1,27.726007026292432,27.120395636298337,28.792409295034137,25.85,1.51,1.3,Normal,0
2024-01-01 00:18:00,P2,27.8283646329483,27.060823163735286,27.067997127249765,24.66,1.69,2.47,Normal,0
2024-01-01 00:19:00,P3,26.970373061562444,26.86786375612638,26.833290551636775,25.89,1.43,2.41,Normal,0
2024-01-01 00:20:00,P1,27.624278412481527,27.748840291804665,29.107517126973143,26.57,1.02,0.6,Normal,0
2024-01-01 00:21:00,P3,26.240205757908043,26.15344503117308,24.294368322158654,24.62,1.31,0.87,Normal,0
2024-01-01 00:22:00,P2,26.73156313688209,25.010601898466028,23.64951029398226,23.55,2.4,2.41,Normal,0
2024-01-01 00:23:00,P1,25.849853964754995,25.830034609205736,25.195719387438647,23.49,1.69,2.13,Normal,0
2024-01-01 00:24:00,P2,24.567804014243954,26.338185036412007,26.80787041766779,23.97,1.62,1.94,Normal,0
2024-01-01 00:25:00,P1,27.819412641309956,30.295522980406187,28.87338791273554,26.93,2.09,1.41,Normal,0
2024-01-01 00:26:00,P1,27.93359204063146,26.499046096520267,24.876196998650972,25.04,0.97,2.21,Normal,0
2024-01-01 00:27:00,P3,28.408570744295073,27.699723153123024,28.682531343937193,26.06,1.97,0.73,Normal,0
2024-01-01 00:28:00,P3,26.727993687938422,28.262512974397726,25.962437393150914,26.24,2.04,2.37,Normal,0
2024-01-01 00:29:00,P1,26.43725775597131,27.30190901742724,25.736944770376073,24.81,1.28,2.06,Normal,0
2024-01-01 00:30:00,P3,23.153942800742865,26.927503821033838,26.281600083205927,24.37,0.91,0.79,Normal,0
2024-01-01 00:31:00,P1,25.636569263965274,27.528062174853005,28.782749703514224,25.13,1.21,0.55,Normal,0
2024-01-01 00:32:00,P3,27.370088908081645,25.849378976874114,26.643143809952942,24.72,0.91,1.22,Normal,0
2024-01-01 00:33:00,P2,25.488121804693463,24.859840577165397,23.480713614173936,22.7,0.76,1.84,Normal,0
2024-01-01 00:34:00,P3,25.861086172598313,26.723865015964176,27.27952720351852,23.8,1.29,1.84,Normal,0
2024-01-01 00:35:00,P2,25.435351326130622,27.038465140323794,28.584882399032352,24.8,1.89,0.79,Normal,0
2024-01-01 00:36:00,P1,23.61540435071107,25.180964344246643,24.723599135254165,22.57,1.78,0.87,Normal,0
2024-01-01 00:37:00,P2,26.400113873301454,27.157545201854315,26.0816636578075,24.18,0.65,1.24,Normal,0
2024-01-01 00:38:00,P1,27.309024169925717,26.4494851180958,27.86252356087813,24.72,2.05,0.78,Normal,0
2024-01-01 00:39:00,P1,29.147058031870337,28.78997446721595,30.411719238690043,28.04,0.76,1.33,Normal,0
2024-01-01 00:40:00,P1,23.767422521046463,23.02079422967616,24.687747752428127,23.07,0.65,1.57,Normal,0
2024-01-01 00:41:00,P1,26.432637010857768,28.34033318353217,28.265887267046118,24.95,2.42,2.0,Normal,0
2024-01-01 00:42:00,P2,29.93652846593371,31.07381905851078,30.198852648787152,27.89,1.5,0.8,Normal,0
